0,,1,,2,,3,,4,,5,,6,,7,,8,,fondo,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
Sample2 Changed: 4/23/2018 10:42:30 AM, Old:1, New:2
Sample2 Changed: 4/23/2018 10:48:41 AM, Old:2, New:3
Sample2 Changed: 4/23/2018 10:56:39 AM, Old:3, New:4
Sample2 Changed: 4/23/2018 11:03:55 AM, Old:4, New:5
Sample2 Changed: 4/23/2018 11:11:07 AM, Old:5, New:6
Sample2 Changed: 4/23/2018 11:18:00 AM, Old:6, New:7
Sample2 Changed: 4/23/2018 11:25:58 AM, Old:7, New:8
End Method Modifications

fondo,
fondo
Collection Time: 4/23/2018 11:31:02 AM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          EL00063371
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        360.00
Stop (nm)                         650.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   650
Corrected spectra                 OFF
Multicell holder                  Multicell
Multi zero                       OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 4/23/2018 10:20:05 AM
Method Modifications:
Emission Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 400.00, New: 360.00
Stop Wavelength Changed: 4/23/2018 10:20:39 AM, Old: 600.00, New: 650.00
Overlayed Graphs Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell Changer Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Cell2 Changed: 4/23/2018 10:20:52 AM, Old:OFF, New:ON
Monitoring device: Changed: 4/23/2018 10:20:52 AM, Old:PCB 150, New:Block
PMT Volts Changed: 4/23/2018 10:21:59 AM, Old:600, New:700
Emission PMT (V): Changed: 4/23/2018 10:21:59 AM, Old: 600, New: 700
PMT Volts Changed: 4/23/2018 10:22:41 AM, Old:700, New:650
Emission PMT (V): Changed: 4/23/2018 10:22:41 AM, Old: 700, New: 650
Sample2 Changed: 4/23/2018 10:34:02 AM, Old:Sample2, New:1
Sample2 Changed: 4/23/2018 10:42:30 AM, Old:1, New:2
Sample2 Changed: 4/23/2018 10:48:41 AM, Old:2, New:3
Sample2 Changed: 4/23/2018 10:56:39 AM, Old:3, New:4
Sample2 Changed: 4/23/2018 11:03:55 AM, Old:4, New:5
Sample2 Changed: 4/23/2018 11:11:07 AM, Old:5, New:6
Sample2 Changed: 4/23/2018 11:18:00 AM, Old:6, New:7
Sample2 Changed: 4/23/2018 11:25:58 AM, Old:7, New:8
Sample2 Changed: 4/23/2018 11:31:02 AM, Old:8, New:fondo
End Method Modifications

